Street;Number
ANGEL VICENTE PENALOZA;1805
GRL SAN MARTIN;1782
RIO COLORADO;1225
SAENZ PENA;2197
PANAMA;2758
ANTARTIDA ARGENTINA;2601
PUERTO ARGENTINO;31
PJE S N;2315
PICO TRUNCADO;1570
ALBERTO GINASTERA;941
BELLA VISTA;1718
A BUSTAMANTE;1299
IGARZABAL;863
ALMAFUERTE;2825
ANTONIO MACHADO;2569
IGARZABAL;848
ALBERTO JUAN BARK;2487
GRL SAN MARTIN;2426
ANGEL VICENTE PENALOZA;1706
PROVINCIAS UNIDAS;1325
RECONQUISTA;1162
PAMPA ALTA;1933
KOLEL KAIKE;625
JULIO ARGENTINO ROCA;2587
PANAMA;2640
ARTURO H ILLIA;351
ALMAFUERTE;1307
CRISTOBAL COLON;621
CACIQUE CASIMIRO BIGUA;2325
MAGALLANES;2907
RAMON SANTOS;770
EL CALAFATE;293
25 DE MAYO;950
PUERTO ARGENTINO;2800
MARIANO MORENO;822
25 DE MAYO;2454
ANTONIO ALVAREZ JONTE;2644
ALCORTA;95
PROVINCIAS UNIDAS;2959
VENEZUELA;2398
IGR PORTELA;2550
TEHUELCHE;1625
AV ASTURIAS;2304
17 DE OCTUBRE;2022
MAGALLANES;1003
PICO TRUNCADO;986
ADOLFO IGLESIAS;890
CRUZ DEL SUR;894
RAMIRO RAMOS;2042
PJE DUJON;2457
FARO PINGUINO;787
ALBERTO JUAN BARK;1978
CERRO BLANCO;36
ANTARTIDA ARGENTINA;124
RIO GALLEGOS;1533
PASEO DE LOS NAVEGANTES;783
DR RENE FAVALORO;768
PREFECTURA NAVAL ARGENTINA;1399
DR AMERICO TOSELLO;1691
CERRO BLANCO;1967
LOS FERROVIARIOS;1389
RIO COLORADO;833
JULIO ARGENTINO ROCA;2587
EL CALAFATE;126
13 DE JULIO;1461
AFRICA;2710
25 DE MAYO;349
1 DE MAYO;2552
A RODRIGUEZ;1816
GDOR GREGORES;999
ALBERT EINSTEIN;2092
CABO BUEN TIEMPO;1611
RIO GALLEGOS;2377
MAIPU;140
BENIGNO LAGO;1370
PICO TRUNCADO;2996
ANTONIO BERNI;2607
CALLE S N;2628
ANTONIO RIVERO;1766
LOS ANTIGUOS;1629
BENITO PEREZ GALDOS;953
AYOHUMA;2947
BENITO PEREZ GALDOS;735
ARTURO W FENTON;1391
COMODORO PY;2269
PJE DUJON;1072
ALBERT SABIN;2678
FARO PINGUINO;616
COLONOS;1707
FORTIN SAN CARLOS;1725
ALEJANDRO A BONINI;82
PERITO MORENO;2806
ANGEL BANCIELLA;2128
ALMTE BROWN;2549
FITZ ROY;1492
FASIOLI;417
CABILDO;1994
FITZ ROY;2144
TTE ESTEVEZ;680
GDOR PARADELO;1431
ALEJANDRO SOLAR;911
2 DE ABRIL;1910
JOSE BACH;2888
TRES LAGOS;2968
CALLE S N;1370
YUGOSLAVIA;1139
MAIPU;1353
BENIGNO LAGO;433
CACIQUE CASIMIRO BIGUA;2255
VAPOR LOIRE;2506
AV PRES NESTOR C KIRCHNER;642
BAHIA BUEN SUCESO;2501
ALFONSINA STORNI;2453
ALFEREZ A SANCHEZ;2538
COMODORO PY;1798
TONINA;2505
TONINA;1212
AVELLANEDA;1384
PUEYRREDON;201
BELL GRAHAM;2162
AVELLANEDA;2974
PUERTO ARGENTINO;2157
CACIQUE YATEL;1324
AMERICA;1853
SAENZ PENA;2520
CMTE LUIS PIEDRABUENA;2149
ABUELA PAREDES;1736
ITALIA;1983
RECONQUISTA;2019
PERITO MORENO;963
MANUEL ESTRADA;1398
ALVEAR;1676
RECONQUISTA;608
CRUCERO GRL BELGRANO;2326
SAENZ PENA;1841
ALVEAR;1221
COMODORO PY;205
ARTURO H ILLIA;371
MARIANO MORENO;1073
BARTOLOME PEREZ;1723
IGARZABAL;2571
LAS HERAS;892
GDOR GREGORES;2997
ALBERTO GRILLO;513
BAHIA BUEN SUCESO;658
ALBERTO ENCINAS;558
MARTIN FIERRO;1464
CACIQUE POCON;2831
TEHUELCHE;496
GDOR GREGORES;2237
ANTONIO ALVAREZ JONTE;240
PUEYRREDON;926
2 DE ABRIL;1345
BENIGNO LAGO;1601
EL CALAFATE;862
BENITO TRESGUERRES;2612
A RODRIGUEZ;1086
CACIQUE CASIMIRO BIGUA;865
TONINA;665
ALBERTO ENCINAS;2753
SGT CABRAL;1371
ANTONIO BERUTTI;1693
LAGO ARGENTINO;102
CACIQUE CAPIPE;1372
BENITO TRESGUERRES;219
ALBERT SABIN;2494
SARMIENTO;2356
RUTA NAC N 281;623
LEZCANO MAESTRO;2401
JULIO ARGENTINO ROCA;2793
ANGEL BANCIELLA;333
SARMIENTO;1997
PUEYRREDON;887
PASEO DE LOS NAVEGANTES;279
ADOLFO BAQUIANO PAREJAS;878
BARTOLOME MITRE;2606
ANTONIO MACHADO;1372
ANTONIO MANZONI;27
ALBERTO WILLIAMS;398
BAHIA BUEN SUCESO;1976
ANTONIO ALVAREZ JONTE;2108
LAGO DEL DESIERTO;1470
PJE DUJON;985
ACONCAGUA;1859
25 DE MAYO;2547
PJE S N;272
SARMIENTO;1797
SANTA CRUZ;1018
EL CALAFATE;1483
ANGELA BRUNETTI;2050
MARTIN FIERRO;2608
TELLIER;851
PEATONAL;1187
CACIQUE YATEL;1864
BAHIA AGUIRRE;2986
BAHIA BUEN SUCESO;2107
ADOLFO IGLESIAS;744
ALFRED NOBEL;2086
ALFEREZ A SANCHEZ;2052
COLONOS;882
MINERALES;114
ANTONIO SOTO;933
ALBERTO GINASTERA;1535
GRL SAN MARTIN;534
A BUSTAMANTE;2292
CRUCERO GRL BELGRANO;1982
ADOLFO BAQUIANO PAREJAS;856
PJE NOYA;1569
RIO TURBIO;986
MAIPU;3
SARMIENTO;2975
BAHIA BUEN SUCESO;1170
GDOR RAMON LISTA;145
ANTONIO BALADO;1555
PJE COCCOZ;2078
BARTOLOME PEREZ;713
MANUEL ESTRADA;74
CHALTEN;1254
TEHUELCHE;2530
TRES LAGOS;2062
RIVADAVIA;2592
DR RENE FAVALORO;684
JOSE BACH;250
BERNARDINO RIVADAVIA;1474
RAMON SANTOS;697
BAHIA BUEN SUCESO;378
ALFONSINA STORNI;46
DR ANGEL OYOLI;2195
CACIQUE CASIMIRO BIGUA;565
PJE JENKINS;100
A BUSTAMANTE;2891
FACON GRANDE;2696
MARTIN FIERRO;2885
25 DE MAYO;2153
PJE S N;2567
CERRO BLANCO;2251
RIO TURBIO;1695
ANTONIO SOTO;249
CACIQUE IBANEZ RUFINO;579
BRASIL;1023
PEATONAL;554
RUTA NAC N 281;75
ARTURO W FENTON;673
ALFONSO BRIGANDO;2043
FARO PINGUINO;1498
AMEGHINO;1173
JARAMILLO;2803
CACIQUE IBANEZ RUFINO;1994
IGARZABAL;524
GDOR RAMON LISTA;525
CACIQUE IBANEZ RUFINO;1158
A BUSTAMANTE;1362
A SUREDA;433
PANAMA;111
BARTOLOME MITRE;963
AMERICA;2522
ALEJANDRO SOLAR;424
CERRO BLANCO;1420
ANTONIO MACHADO;141
PUEYRREDON;1998
FACON GRANDE;2321
BELLA VISTA;1897
A BUSTAMANTE;1161
MONS ALEMAN;2762
RAMIRO RAMOS;766
JOSE BACH;1749
AGUSTIN BORGHIALE;2939
MARIANO MORENO;761
MALVINAS;437
RVDO PADRE JOSE KOLTUN;432
ADOLFO IGLESIAS;1615
PUEYRREDON;2603
20 DE JUNIO;2878
CABILDO;2465
ALVEAR;2511
DR AMERICO TOSELLO;1981
BONIFACIO CAMPOS;1174
ARTURO H ILLIA;382
JARAMILLO;2238
ALMTE BROWN;689
BENIGNO LAGO;1348
CABO BUEN TIEMPO;82
DON BOSCO;1988
ACONCAGUA;2947
ALMAFUERTE;2570
AFRICA;1885
CACIQUE CASIMIRO BIGUA;2078
A FADUL LAVAQUE;557
JARAMILLO;556
ANTONIO BERNI;1937
13 DE JULIO;2068
BENIGNO LAGO;676
ALCORTA;1736
LEZCANO MAESTRO;1909
AFRICA;38
CRUZ DEL SUR;853
RIO COLORADO;2488
BARTOLOME PEREZ;1320
VENEZUELA;2769
RECONQUISTA;1967
JARAMILLO;2045
CABO BUEN TIEMPO;2421
ARIAS;728
BRASIL;1033
GDOR GREGORES;1943
RIO TURBIO;1490
KOLEL KAIKE;832
GDOR GREGORES;1218
GRL SAN MARTIN;2006
GRL SAN MARTIN;2310
AMERICA;1154
13 DE JULIO;2821
ANGEL BANCIELLA;302
20 DE JUNIO;2410
CABILDO;1537
CACIQUE IBANEZ RUFINO;1290
RIO TURBIO;2880
RIO GALLEGOS;1310
PJE LORENZO WINTER;2038
TTE ESTEVEZ;2590
CACIQUE IBANEZ RUFINO;179
TRES LAGOS;1682
PJE NOYA;1445
CRUZ DEL SUR;285
MARIANO MORENO;1127
ANGEL CARNOTA;865
CACIQUE CASIMIRO BIGUA;2642
SAENZ PENA;2815
PASEO DE LOS NAVEGANTES;1801
MONS ALEMAN;1948
MALVINAS;2256
PUERTO ARGENTINO;512
IGR PORTELA;2998
FASIOLI;111
PJE S N;2375
RVDO PADRE JOSE KOLTUN;1901
CMTE LUIS PIEDRABUENA;1692
CHALTEN;2134
BAHIA LAURA;456
PAMPA ALTA;1343
19 DE DICIEMBRE;2865
PUERTO ARGENTINO;819
BENIGNO LAGO;715
ANTONIO ALVAREZ JONTE;1616
ALBERTO JUAN BARK;1161
ANGEL VICENTE PENALOZA;804
BENITO TRESGUERRES;2318
CACIQUE CAPIPE;135
PATAGONIA;2
BELLA VISTA;2901
ALFONSO BRIGANDO;1879
BENITO TRESGUERRES;2646
PJE RVDO PDRE TARCISIO FANTIN;2067
DR RENE FAVALORO;2921
BAHIA LAURA;2444
ALBERTO GINASTERA;2545
YUGOSLAVIA;1995
RVDO PADRE JOSE KOLTUN;2789
MANUEL ESTRADA;1550
ALBERTO WILLIAMS;1217
ACONCAGUA;1990
A FADUL LAVAQUE;1371
GRL SAN MARTIN;2480
YUGOSLAVIA;1494
RIO GALLEGOS;2765
RUTA NAC N 281;2711
A C MURIEGA V DE BRUNETTI;1946
DR FERNANDEZ;1391
CHALTEN;229
BAHIA AGUIRRE;371
AVELLANEDA;2346
ARSENIO TUR;764
AGUSTIN BORGHIALE;454
CALLE S N;2137
VENEZUELA;140
FORTIN SAN CARLOS;1920
GRL SAN MARTIN;118
ANGEL BANCIELLA;1351
BAHIA AGUIRRE;90
PANAMA;1423
SANTA CRUZ;1548
CABILDO;743
ITALIA;2286
PASEO DE LOS NAVEGANTES;2735
SAN JULIAN;2293
ALBERT EINSTEIN;2979
IGR BRIANO;738
ARTURO W FENTON;606
BAHIA AGUIRRE;2382
ALBERTO ENCINAS;1152
ANGEL VICENTE PENALOZA;812
PUEYRREDON;2429
ABUELA PAREDES;1506
JULIA DE LOPEZ;638
AYOHUMA;2150
COLONOS;2804
13 DE JULIO;877
DESEADO;1819
MINERALES;906
CACIQUE CAPIPE;1136
JULIA DE LOPEZ;1836
MONS ALEMAN;1041
RIVADAVIA;1488
RECONQUISTA;103
PROVINCIAS UNIDAS;1209
ANGELA BRUNETTI;3
COLONOS;81
A RODRIGUEZ;1603
PASEO DE LOS NAVEGANTES;843
JOSE BACH;2384
CRISTOBAL COLON;877
ARSENIO TUR;2217
CRUZ DEL SUR;804
PJE COCCOZ;1379
ALBERTO GINASTERA;2633
BONIFACIO CAMPOS;1774
PJE COCCOZ;1278
TRES LAGOS;573
BATALLA DE PUERTO ARGENTINO;2655
PICO TRUNCADO;834
AMADO NERVO;2975
DR RENE FAVALORO;843
KOLEL KAIKE;1333
TTE ESTEVEZ;357
ANTONIO ALVAREZ JONTE;267
ANTONIO ALVAREZ JONTE;1357
RIVADAVIA;45
DON BOSCO;758
TEHUELCHE;2988
DON BOSCO;143
CACHO VASQUEZ;2620
ANTONIO BALADO;2827
TELLIER;747
BENITO PEREZ GALDOS;2058
9 DE JULIO;1906
BRASIL;201
GRL SAN MARTIN;1436
PESCADORES;288
RECONQUISTA;2688
PANAMA;1464
BENIGNO LAGO;1685
CABILDO;2176
PANAMA;2099
BRASIL;2228
RUTA NAC N 281;2231
CRUZ DEL SUR;2424
A GARDINER;2772
SAN JULIAN;546
ABUELA PAREDES;2272
PREFECTURA NAVAL ARGENTINA;2607
BENIGNO LAGO;1595
PANAMA;769
ALBERT EINSTEIN;2738
GDOR RAMON LISTA;1886
PASEO DE LOS NAVEGANTES;2607
PJE S N;572
PJE LORENZO WINTER;2819
AGUSTIN BORGHIALE;478
CHALTEN;2863
GRL SAN MARTIN;402
1 DE MAYO;1837
DESEADO;2799
ANTONIO RIVERO;2327
TONINA;1527
ABUELA PAREDES;1869
MARTIN FIERRO;2131
A SUREDA;2161
DESEADO;2242
ITALIA;173
ACONCAGUA;2078
CABO BUEN TIEMPO;2117
EUFRASIA ARIAS;391
ALBERTO GRILLO;210
RIVADAVIA;1663
ANTONIO MACHADO;1415
13 DE JULIO;1350
PEATONAL;1020
BARTOLOME PEREZ;639
LAS HERAS;118
YUGOSLAVIA;2589
25 DE MAYO;807
PICO TRUNCADO;829
RIO COLORADO;1325
ARTURO H ILLIA;463
JULIA DE LOPEZ;701
PEATONAL;2604
RIO COLORADO;589
PUEYRREDON;2046
BENITO PEREZ GALDOS;731
1 DE MAYO;403
PJE AMELUNG;2962
BELL GRAHAM;2898
FASIOLI;2001
BENITO PEREZ GALDOS;2956
JULIO ARGENTINO ROCA;331
TEHUELCHE;218
DR ANGEL OYOLI;979
PJE LORENZO WINTER;2880
ROSA DE WILSON;1582
CMTE LUIS PIEDRABUENA;1754
SARMIENTO;143
AVELLANEDA;2824
CMTE LUIS PIEDRABUENA;1476
AV ASTURIAS;1360
AVELLANEDA;1412
BELL GRAHAM;1005
AYOHUMA;225
19 DE DICIEMBRE;2507
MONS ALEMAN;1761
RAMIRO RAMOS;2364
DR RENE FAVALORO;666
PORTUGAL;13
17 DE OCTUBRE;1823
PREFECTURA NAVAL ARGENTINA;2247
MINERALES;2596
FARO PINGUINO;675
DR FERNANDEZ;359
CRUZ DEL SUR;938
FARO PINGUINO;1310
19 DE DICIEMBRE;486
LAGO DEL DESIERTO;1808
CMTE LUIS PIEDRABUENA;2845
ALFONSINA STORNI;1946
17 DE OCTUBRE;2248
PJE VIRICAT;1630
1 DE MAYO;2825
ARIAS;1195
ALBERTO JUAN BARK;1751
ALBERTO ENCINAS;1186
MAIPU;313
BAHIA BUEN SUCESO;105
BAHIA BUEN SUCESO;2288
9 DE JULIO;2320
PUEYRREDON;748
19 DE DICIEMBRE;1234
PJE COCCOZ;2230
PJE S N;659
BONIFACIO CAMPOS;2783
SAN JULIAN;1029
JULIA DE LOPEZ;184
GRL SAN MARTIN;1806
CACIQUE POCON;2520
RIO GALLEGOS;1337
SANTA CRUZ;646
BAHIA BUEN SUCESO;1591
AMADO NERVO;30
ALBERTO WILLIAMS;2040
RIVADAVIA;2368
ACONCAGUA;2361
ALFONSINA STORNI;2790
A GARDINER;1482
IGR BRIANO;439
COLONOS;103
VENEZUELA;2871
CRUZ DEL SUR;204
ANTONIO BERUTTI;2713
RIO TURBIO;1472
JOSE BACH;2600
PANAMA;447
PREFECTURA NAVAL ARGENTINA;2559
JULIA DE LOPEZ;2038
FORTIN SAN CARLOS;1859
DR RENE FAVALORO;610
ALFONSINA STORNI;2680
BELL GRAHAM;412
AV PRES NESTOR C KIRCHNER;206
ARTURO W FENTON;986
TEHUELCHE;1444
ATAHUALPA YUPANQUI;1344
ITALIA;194
RAMON SANTOS;1866
ALBERTO GRILLO;1707
CABO BUEN TIEMPO;649
ALMTE BROWN;442
ANTONIO MACHADO;1404
AFRICA;2554
AV PRES NESTOR C KIRCHNER;737
LEZCANO MAESTRO;300
MONS ALEMAN;702
ALEJANDRO A BONINI;2679
SAENZ PENA;1823
FASIOLI;1042
PUEYRREDON;1644
BENITO PEREZ GALDOS;2936
ANTONIO MACHADO;763
BUENOS AIRES;1614
PROVINCIAS UNIDAS;1845
LAS HERAS;2074
PJE S N;561
ARTURO W FENTON;1306
LOS FERROVIARIOS;2209
ALFRED NOBEL;2094
FITZ ROY;2490
BENIGNO LAGO;1255
MONS ALEMAN;2529
DR RENE FAVALORO;2941
SANTA CRUZ;936
COLONOS;2326
ATAHUALPA YUPANQUI;1570
VAPOR LOIRE;2835
AFRICA;1170
ALMTE BROWN;2181
SANTA CRUZ;1926
ARISTIZABAL;2934
ARTURO H ILLIA;1934
BONIFACIO CAMPOS;557
DR FERNANDEZ;2836
SGT CABRAL;1483
PJE NOYA;2508
AFRICA;236
JOSE BACH;1353
CACIQUE YATEL;1490
RAMON SANTOS;381
BELLA VISTA;324
BELLA VISTA;2243
MARIANO MORENO;1695
BENITO TRESGUERRES;300
PAMPA ALTA;2970
GDOR PARADELO;2709
PERITO MORENO;2598
ALBERT EINSTEIN;97
ALBERTO JUAN BARK;1931
JULIA DE LOPEZ;2083
CACHO VASQUEZ;2655
ANTONIO MANZONI;1787
BELL GRAHAM;1517
FARO PINGUINO;2832
PICO TRUNCADO;1370
PROVINCIAS UNIDAS;2679
BENITO TRESGUERRES;1893
MAGALLANES;2303
PAMPA ALTA;1003
PJE COCCOZ;1599
BENIGNO LAGO;707
PESCADORES;2779
CACHO VASQUEZ;1030
PAMPA ALTA;364
BENIGNO LAGO;2007
DR ANGEL OYOLI;753
RUTA NAC N 281;868
ITALIA;1111
DR FERNANDEZ;564
GDOR GREGORES;262
JARAMILLO;1855
BENITO TRESGUERRES;2732
JULIA DE LOPEZ;2165
MARIANO MORENO;521
CACIQUE POCON;890
PORTUGAL;555
ARSENIO TUR;492
GRL SAN MARTIN;1358
PASEO DE LOS NAVEGANTES;269
PJE S N;2826
RECONQUISTA;2126
LOS ANTIGUOS;308
ANTONIO BERUTTI;203
CABO BUEN TIEMPO;1640
GRL SAN MARTIN;2382
CABILDO;2476
BENITO TRESGUERRES;2573
19 DE DICIEMBRE;2052
LOS FERROVIARIOS;2720
DESEADO;1801
BRASIL;1711
CRUCERO GRL BELGRANO;2872
ATAHUALPA YUPANQUI;1414
PORTUGAL;33
PJE RVDO PDRE TARCISIO FANTIN;996
SARMIENTO;2515
PERITO MORENO;2250
PJE AMELUNG;2516
AMERICA;1145
BARTOLOME MITRE;2070
RAMON SANTOS;2616
CABO PRIM VICTOR GUERRERO;1813
PJE COCCOZ;1758
GDOR PARADELO;2277
BARTOLOME PEREZ;2679
BELLA VISTA;2197
AFRICA;1721
BAHIA AGUIRRE;828
BONIFACIO CAMPOS;2025
TONINA;1014
ALBERTO WILLIAMS;981
ALFRED NOBEL;2458
DR FERNANDEZ;2338
CACHO VASQUEZ;277
RIVADAVIA;969
CACHO VASQUEZ;1284
PANAMA;984
PUEYRREDON;1537
LAGO ARGENTINO;2409
LOS ANTIGUOS;2254
ALBERT SABIN;1749
MARTIN FIERRO;766
AFRICA;782
DESEADO;1748
MARTIN FIERRO;1776
ESPANA;451
MANUEL ESTRADA;2979
PATAGONIA;1298
RIVADAVIA;238
PUERTO ARGENTINO;1655
LAS HERAS;2724
DR RENE FAVALORO;1597
AMEGHINO;1379
PASEO DE LOS NAVEGANTES;1939
BAHIA AGUIRRE;434
PJE S N;2059
CACIQUE POCON;2198
MALVINAS;1699
BELLA VISTA;1039
ANTONIO SOTO;597
ALFRED NOBEL;2
13 DE JULIO;1000
AGUSTIN BORGHIALE;429
BENITO PEREZ GALDOS;1685
GDOR PARADELO;2569
ANTARTIDA ARGENTINA;1273
RAMIRO RAMOS;44
ANTONIO BALADO;2275
BELLA VISTA;421
GDOR GREGORES;2186
COLONOS;1858
FARO PINGUINO;1184
MAIPU;2004
ALBERT SABIN;2414
A C MURIEGA V DE BRUNETTI;2735
DON BOSCO;1462
ANTONIO ALVAREZ JONTE;952
MARIANO MORENO;1646
AFRICA;2654
MARTIN FIERRO;2946
ALMAFUERTE;1371
PJE VIRICAT;1669
ALBERT EINSTEIN;698
COMODORO PY;1883
PESCADORES;1569
CMTE LUIS PIEDRABUENA;829
LOS FERROVIARIOS;587
ANTONIO BERUTTI;618
SAN JULIAN;558
LAGO DEL DESIERTO;537
RVDO PADRE JOSE KOLTUN;2459
ANTONIO ALVAREZ JONTE;1544
ROSA DE WILSON;1046
RIVADAVIA;2815
BATALLA DE PUERTO ARGENTINO;2713
PASEO DE LOS NAVEGANTES;1110
RIO COLORADO;2595
AMERICA;2584
MAIPU;1448
BATALLA DE PUERTO ARGENTINO;762
GDOR GREGORES;2108
BAHIA AGUIRRE;1995
ARIAS;633
LAS HERAS;1044
TONINA;264
YUGOSLAVIA;854
TEHUELCHE;463
JULIO ARGENTINO ROCA;1477
PICO TRUNCADO;1059
ATAHUALPA YUPANQUI;1121
ALFONSO BRIGANDO;2983
PJE DUJON;2611
CHALTEN;2005
ACONCAGUA;815
ATAHUALPA YUPANQUI;143
LAS HERAS;1479
SAN JULIAN;1013
RIO TURBIO;2897
LAS HERAS;1857
CALLE S N;2203
CRUCERO GRL BELGRANO;1193
PJE VIRICAT;2033
FARO PINGUINO;134
ALMTE BROWN;158
GDOR GREGORES;1045
SARMIENTO;2341
ARTURO H ILLIA;151
RIO GALLEGOS;2339
FASIOLI;711
ABUELA PAREDES;2805
ALFRED NOBEL;41
ARTURO W FENTON;2911
1 DE MAYO;935
A RODRIGUEZ;2278
CABILDO;1418
ALBERTO GINASTERA;2540
PAMPA ALTA;646
BENITO TRESGUERRES;608
ADOLFO IGLESIAS;2796
ATAHUALPA YUPANQUI;1259
MARIANO MORENO;416
IGR PORTELA;1486
ANTARTIDA ARGENTINA;1164
ANTONIO MACHADO;1937
BERNARDINO RIVADAVIA;1892
EL CALAFATE;903
KOLEL KAIKE;752
EL CALAFATE;1783
ITALIA;1666
ANGELA BRUNETTI;1135
RIO GALLEGOS;1553
LOS ANTIGUOS;341
ANTONIO ALVAREZ JONTE;1984
JARAMILLO;2332
BENITO TRESGUERRES;1804
CRUZ DEL SUR;1343
PAMPA ALTA;1282
PJE JENKINS;257
BAHIA LAURA;711
LAGO DEL DESIERTO;1776
CACIQUE POCON;2433
A C MURIEGA V DE BRUNETTI;897
ACONCAGUA;820
ACONCAGUA;1040
ABUELA PAREDES;135
A SUREDA;1044
FORTIN SAN CARLOS;1529
FORTIN SAN CARLOS;1205
PJE COCCOZ;711
KOLEL KAIKE;2860
ALBERTO ENCINAS;1861
KOLEL KAIKE;708
ARTURO H ILLIA;253
RAMON SANTOS;357
AYOHUMA;794
YUGOSLAVIA;396
GRL SAN MARTIN;339
ANTONIO BALADO;1179
1 DE MAYO;325
MARIANO MORENO;416
AYOHUMA;712
A BUSTAMANTE;701
A RODRIGUEZ;1818
ADOLFO BAQUIANO PAREJAS;182
A RODRIGUEZ;40
A SUREDA;2351
JOSE BACH;2089
AYOHUMA;2273
9 DE JULIO;1224
BERNARDINO RIVADAVIA;1940
PJE NOYA;92
DR FERNANDEZ;2459
PJE LORENZO WINTER;2094
CACIQUE YATEL;2134
LAGO ARGENTINO;2770
CALLE S N;2029
2 DE ABRIL;2241
ALFONSINA STORNI;2761
LOS ANTIGUOS;1938
BERNARDINO RIVADAVIA;868
SAN JULIAN;95
GDOR RAMON LISTA;2391
BARTOLOME MITRE;618
EL CALAFATE;2331
MAIPU;675
IGR BRIANO;1512
ALFONSINA STORNI;1441
PJE S N;7
PJE LORENZO WINTER;2101
RIO COLORADO;2060
ARSENIO TUR;879
SANTA CRUZ;2146
PAMPA ALTA;1890
A BUSTAMANTE;1418
JOSE BACH;2434
AV ASTURIAS;1187
ADOLFO IGLESIAS;1191
ORKEKE;197
TONINA;1832
A BUSTAMANTE;90
CERRO BLANCO;2027
ANTONIO RIVERO;2060
CACHO VASQUEZ;1048
PJE DUJON;315
MONS ALEMAN;437
JULIA DE LOPEZ;1922
BAHIA BUEN SUCESO;1468
PJE DUJON;147
CERRO BLANCO;454
A RODRIGUEZ;1061
AMADO NERVO;549
ALMAFUERTE;2865
ANTONIO RIVERO;1902
PATAGONIA;314
BENITO TRESGUERRES;1495
BARTOLOME MITRE;2283
JARAMILLO;450
A RODRIGUEZ;1990
ALBERTO ENCINAS;1100
SGT CABRAL;1338
PJE S N;2218
ALEJANDRO A BONINI;123
PJE DUJON;714
SAN JULIAN;195
CMTE LUIS PIEDRABUENA;730
ALFEREZ A SANCHEZ;1253
RAMON SANTOS;869
TRES LAGOS;903
FITZ ROY;1919
AFRICA;1610
FITZ ROY;748
CABILDO;1624
PAMPA ALTA;270
ANTONIO RIVERO;2830
AMEGHINO;2492
ALVEAR;1087
ALMAFUERTE;2744
CRUZ DEL SUR;541
IGR PORTELA;2348
ALMAFUERTE;1807
CHALTEN;991
ALBERDI;2376
BONIFACIO CAMPOS;224
ANGEL BANCIELLA;1913
PJE S N;1087
KOLEL KAIKE;2610
BENITO QUINQUELA MARTIN;1777
BENITO PEREZ GALDOS;2115
BRASIL;1776
PJE NOYA;2455
RIO COLORADO;2896
BATALLA DE PUERTO ARGENTINO;2252
ALBERT SABIN;460
PANAMA;2010
GDOR PARADELO;884
RIO TURBIO;515
YUGOSLAVIA;925
GDOR GREGORES;2764
PASEO DE LOS NAVEGANTES;1437
AMEGHINO;46
AMADO NERVO;963
ANTONIO MACHADO;2569
A BUSTAMANTE;1209
RVDO PADRE JOSE KOLTUN;1298
ANTONIO MACHADO;1149
BERNARDINO RIVADAVIA;33
RIO GALLEGOS;199
ESPANA;192
IGR BRIANO;618
LOS ANTIGUOS;1220
ORKEKE;2910
RAMON SANTOS;223
ANGEL BANCIELLA;1575
LAGO DEL DESIERTO;2947
AGUSTIN BORGHIALE;371
ANGEL BANCIELLA;2689
RIO GALLEGOS;2585
ALBERTO GINASTERA;1029
CABILDO;138
ALFEREZ A SANCHEZ;642
RIO COLORADO;1660
ARSENIO TUR;953
DR FERNANDEZ;0
DR ANGEL OYOLI;2071
VENEZUELA;666
PJE S N;649
TONINA;508
ARTURO W FENTON;729
BARTOLOME PEREZ;2793
CABILDO;2830
BAHIA LAURA;1546
EL CALAFATE;1203
RIVADAVIA;2796
IGR BRIANO;532
A GARDINER;2554
YUGOSLAVIA;980
DR ANGEL OYOLI;1754
DR AMERICO TOSELLO;623
RIO GALLEGOS;2487
PASEO DE LOS NAVEGANTES;1935
ANTONIO SOTO;133
AV PRES NESTOR C KIRCHNER;1306
DR FIORILLO;561
BENITO TRESGUERRES;960
GDOR PARADELO;388
PERITO MORENO;680
TTE ESTEVEZ;18
SAN JULIAN;2440
AV PRES NESTOR C KIRCHNER;1788
PJE S N;1813
TONINA;854
ALMTE BROWN;2506
CABO PRIM VICTOR GUERRERO;2495
GRL SAN MARTIN;770
MARIANO MORENO;956
AMERICA;1105
PJE JENKINS;338
ANTARTIDA ARGENTINA;46
13 DE JULIO;1207
JULIO ARGENTINO ROCA;582
PREFECTURA NAVAL ARGENTINA;1084
TTE ESTEVEZ;2114
RECONQUISTA;2485
ALFEREZ A SANCHEZ;459
CACHO VASQUEZ;183
ANTONIO MANZONI;2118
PASEO DE LOS NAVEGANTES;1992
BUENOS AIRES;528
CORMORANES;2408
PATAGONIA;740
DR FERNANDEZ;1252
BELLA VISTA;2244
CACIQUE POCON;1005
VAPOR LOIRE;1026
ANTONIO BERNI;2463
ALMTE BROWN;1349
ALBERT EINSTEIN;1843
ALFEREZ A SANCHEZ;2616
PJE AMELUNG;1084
1 DE MAYO;77
PJE S N;2948
BAHIA LAURA;337
RUTA NAC N 281;1378
CACIQUE CAPIPE;2428
JULIO ARGENTINO ROCA;2353
PJE RVDO PDRE TARCISIO FANTIN;568
CMTE LUIS PIEDRABUENA;701
A SUREDA;2557
PJE S N;1324
MANUEL ESTRADA;275
PJE VIRICAT;1436
PASEO DE LOS NAVEGANTES;929
BARTOLOME MITRE;866
RIO COLORADO;2870
ALFONSINA STORNI;1601
ALVEAR;2314
